,level,Passed,Department,Ann.Supp,Year,Gender
4643,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4644,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4645,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4646,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4647,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4648,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4649,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4650,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4651,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,annual,2013,F
4656,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4657,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4658,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4659,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4660,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4661,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4662,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4663,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/NUTRITION & FOOD TECHNOLOGY.csv,supply,2013,F
4665,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4666,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4667,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4668,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4669,Master 16 Years of Edu. ,11,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4670,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4671,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4672,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4673,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,annual,2013,F
4678,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4679,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4680,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4681,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4682,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4683,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4684,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4685,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PAKISTAN STUDIES CENTRE.csv,supply,2013,F
4687,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4688,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4689,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4690,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4691,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4692,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4693,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4694,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4695,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,annual,2013,F
4700,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4701,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4702,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4703,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4704,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4705,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4706,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4707,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PERSIAN.csv,supply,2013,F
4709,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4710,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4711,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4712,17 Years of Edu. ,75,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4713,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4714,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4715,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4716,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4717,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,annual,2013,F
4722,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4723,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4724,17 Years of Edu. ,6,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4725,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4726,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4727,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4728,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4729,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHARMACY.csv,supply,2013,F
4731,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4732,15 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4733,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4734,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4735,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4736,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4737,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4738,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4739,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,annual,2013,F
4744,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4745,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4746,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4747,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4748,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4749,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4750,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4751,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHILOSOPHY.csv,supply,2013,F
4753,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4754,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4755,16 Years of Edu. ,10,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4756,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4757,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4758,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4759,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4760,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4761,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,annual,2013,F
4766,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4767,16 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4768,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4769,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4770,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4771,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4772,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4773,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSICS.csv,supply,2013,F
4775,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4776,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4777,16 Years of Edu. ,10,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4778,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4779,Master 16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4780,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4781,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4782,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4783,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,annual,2013,F
4788,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4789,16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4790,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4791,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4792,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4793,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4794,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4795,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PHYSIOLOGY.csv,supply,2013,F
4797,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4798,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4799,16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4800,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4801,Master 16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4802,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4803,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4804,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4805,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,annual,2013,F
4810,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4811,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4812,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4813,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4814,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4815,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4816,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4817,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/POLITICAL SCIENCE.csv,supply,2013,F
4819,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4820,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4821,16 Years of Edu. ,7,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4822,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4823,Master 16 Years of Edu. ,6,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4824,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4825,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4826,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4827,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,annual,2013,F
4832,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4833,16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4834,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4835,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4836,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4837,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4838,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4839,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PSYCHOLOGY.csv,supply,2013,F
4841,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4842,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4843,16 Years of Edu. ,13,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4844,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4845,Master 16 Years of Edu. ,16,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4846,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4847,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4848,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4849,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,annual,2013,F
4854,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4855,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4856,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4857,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4858,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4859,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4860,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4861,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/PUBLIC ADMINISTRATION.csv,supply,2013,F
4863,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4864,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4865,16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4866,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4867,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4868,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4869,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4870,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4871,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,annual,2013,F
4876,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4877,16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4878,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4879,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4880,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4881,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4882,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4883,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDH DEVELOPMENT STUDIES CENTRE.csv,supply,2013,F
4885,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4886,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4887,16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4888,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4889,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4890,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4891,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4892,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4893,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,annual,2013,F
4898,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4899,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4900,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4901,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4902,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4903,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4904,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4905,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SINDHI.csv,supply,2013,F
4907,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4908,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4909,16 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4910,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4911,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4912,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4913,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4914,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4915,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,annual,2013,F
4920,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,supply,2013,F
4921,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,supply,2013,F
4922,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOCIAL WORK.csv,supply,2013,F
