,level,Passed,Department,Ann.Supp,Year,Gender
4374,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENDER STUDIES.csv,supply,2013,F
4375,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENDER STUDIES.csv,supply,2013,F
4376,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENDER STUDIES.csv,supply,2013,F
4377,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENDER STUDIES.csv,supply,2013,F
4379,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4380,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4381,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4382,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4383,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4384,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4385,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4386,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4387,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,annual,2013,F
4392,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4393,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4394,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4395,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4396,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4397,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4398,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4399,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENERAL HISTORY.csv,supply,2013,F
4401,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4402,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4403,16 Years of Edu. ,23,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4404,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4405,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4406,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4407,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4408,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4409,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,annual,2013,F
4414,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4415,16 Years of Edu. ,6,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4416,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4417,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4418,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4419,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4420,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4421,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GENETIC ENGINEERING.csv,supply,2013,F
4423,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4424,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4425,16 Years of Edu. ,5,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4426,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4427,Master 16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4428,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4429,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4430,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4431,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,annual,2013,F
4436,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4437,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4438,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4439,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4440,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4441,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4442,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4443,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/GEOGRAPHY.csv,supply,2013,F
4445,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4446,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4447,16 Years of Edu. ,14,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4448,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4449,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4450,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4451,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4452,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4453,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,annual,2013,F
4458,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4459,16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4460,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4461,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4462,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4463,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4464,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4465,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INFORMATION TECHNOLOGY.csv,supply,2013,F
4467,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4468,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4469,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4470,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4471,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4472,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4473,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4474,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4475,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,annual,2013,F
4480,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4481,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4482,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4483,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4484,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4485,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4486,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4487,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INSTITUTE OF MODEREN SCIENCES & ARTS.csv,supply,2013,F
4489,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4490,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4491,16 Years of Edu. ,7,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4492,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4493,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4494,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4495,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4496,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4497,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,annual,2013,F
4502,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4503,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4504,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4505,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4506,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4507,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4508,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4509,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/INTERNATIONAL RELATIONS.csv,supply,2013,F
4511,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4512,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4513,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4514,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4515,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4516,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4517,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4518,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4519,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,annual,2013,F
4524,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4525,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4526,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4527,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4528,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4529,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4530,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4531,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LAW.csv,supply,2013,F
4533,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4534,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4535,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4536,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4537,Master 16 Years of Edu. ,13,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4538,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4539,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4540,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4541,PGD ,26,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,annual,2013,F
4546,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4547,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4548,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4549,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4550,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4551,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4552,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4553,PGD ,2,MAIN-CAMPUS-DEPARTMENT-WISE/LIBRARY INFORMATION SCIENCE & ARCHIVE STUDIES.csv,supply,2013,F
4555,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4556,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4557,16 Years of Edu. ,25,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4558,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4559,Master 16 Years of Edu. ,14,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4560,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4561,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4562,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4563,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,annual,2013,F
4568,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4569,16 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4570,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4571,Master 16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4572,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4573,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4574,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4575,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MATHEMATICS.csv,supply,2013,F
4577,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4578,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4579,16 Years of Edu. ,19,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4580,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4581,Master 16 Years of Edu. ,10,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4582,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4583,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4584,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4585,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,annual,2013,F
4590,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4591,16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4592,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4593,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4594,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4595,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4596,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4597,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MEDIA & COMMUNICATION STUDIES.csv,supply,2013,F
4599,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4600,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4601,16 Years of Edu. ,22,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4602,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4603,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4604,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4605,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4606,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4607,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,annual,2013,F
4612,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4613,16 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4614,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4615,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4616,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4617,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4618,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4619,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MICROBIOLOGY.csv,supply,2013,F
4621,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4622,15 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4623,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4624,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4625,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4626,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4627,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4628,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4629,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,annual,2013,F
4634,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
4635,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
4636,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
4637,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
4638,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
4639,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
4640,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
4641,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/MUSLIM HISTORY.csv,supply,2013,F
