S#,Name of Authors,Title of Research Paper,Journal Full Name,Name of Journal,IF,Source for verification,Year,Volume#,Page#,Category of Journal
216,"Zafar Hussain Ibupoto, K Khun, Jun Lu, Xianjie Liu, M S. AlSalhi, M Atif, Anees A: Ansari and Magnus Willander   ",Well aligned ZnO nanorods growth on the gold coated glass substrate by aqueous chemical growth method using seed layer of Fe3O4 and Co3O4 nanoparticles ,Journal of Crystal Growth, Journal of Crystal Growth,1.693,http://www.elsevier.com/wps/find/journaldescription.cws_home/505670/description#description,2013,368,39-46,
109,"Kazi, T.G., Arain, S.S., Afridi, H.I., Naeemullah, Brahman, K.D., Kolachi, N.F., Mughal, M.A.","Analysis of cadmium, nickel, and lead in commercial moist and dry snuff used in Pakistan.",Environmental Monitoring And Assessment,Environ Monit Assess ,1.679,http://www.springer.com/environment/monitoring+-+environmental+analysis/journal/10661,2013,185:00:00,5199-5208,
110,"TG Kazi, SS Arain, HI Afridi, KD Brahman, NF Kolachi, MA Mughal. ","Analysis of cadmium, nickel, and lead in commercial moist and dry snuff used in Pakistan",Environmental Monitoring and Assessment,Environmental monitoring and assessment ,1.679,http://www.springer.com/environment/monitoring+-+environmental+analysis/journal/10661,2013,185(6),5199-5208,
111,"Kazi, T.G., Arain, S.S., Afridi, H.I., Naeemullah, Brahman, K.D., Kolachi, N.F., Mughal, M.A. ","Analysis of cadmium, nickel, and lead in commercial moist and dry snuff used in Pakistan",Environmental Monitoring and Assessment,Environmental Monitoring and Assessment  doi: 10.1007/s10661-012-2936-,1.679,http://www.springer.com/environment/monitoring+-+environmental+analysis/journal/10661,2013,185,5199-5208,
221," Qazi M.A., Ocak Ü., Ocak M., Solangi, I.B. and Memon S.",“Bifunctional calix[4]arene sensor for Pb(II) and Cr2O72- ions”,Journal Of Fluorescence,J. Fluorescence ,1.667,http://www.springer.com/biomed/journal/10895,2013,23 (3) ,575-590,
222,"MA Qazi, Ü Ocak, M Ocak, S Memon, IB Solangi,  ",Bifunctional Calix [4] arene Sensor for Pb (II) and Cr2O7 -2 Ions,Journal Of Fluorescence,Journal of fluorescence,1.667,http://www.springer.com/biomed/journal/10895,2013,23(3),575-590,
157,"Kalsoom Shaikh, G. S. Gachal, Saima Q. Memon, N. A. Sodho, M. S Yusuf, A. H. Qadri",Impact of Non-optimal Environmental Conditions on Survival of Amphibians in Pakistan,International Journal of Advanced Research,Inter. J. Adv. Res ,1.659,http://journalijar.com/,2013,1(6),140-146,
158," Kalsoom Shaikh, Saima Q. Memon, G. S. Gachal, Asma S., M.S. Yusuf and A. H.Qadri, A","Comparative Study of Morphology and Ecology ofBufo stomaticus (Lutken, 1864), (Anura: Bufonidae) from District Larkana and Shikarpur, Pakistan ",International Journal of Advanced Research,Inter. J. Adv. Res  ,1.659,http://journalijar.com/,-2013, 1(6), 493-497 8. ,
170,"Moina Akht a r Mughal 1 , Akht a r Hussain Mughal 2 ,  Zeenat M. Ali 3 ,  Ghulam Zuhra Memon 1 , Mohammad Yar Khuhawar 4 , Hussain Saleem 5 1 Dr. Mumtaz Ali Kazi ","Antimicrobial Viscometric Studies of Thermally Stable Metal  based Schiff Base Polymer derived from 4, 4 - Methylene Bis  Furfuraldehyde",IOSR Journal of Engineering,"IOSR Journal of  Engineering (IOSRJEN) e - ISSN: 2250 - 3021,",1.645,http://www.iosrjen.org/,2013,"vol 3, issue 10",48-55,
171,"AH Mughal, ZM Ali, GZ Memon, MY Khuhawar","Synthesis, Characterization and Antibacterial and Antifungal Studies of Schiff base Polymers derived from Methylene bis Cinnamaldehyde",IOSR Journal of Engineering,iosrjen.org,1.645,http://www.iosrjen.org/,2013,,,
172,"ZM Ali, AJ Laghari, AK Ansari, MY Khuhawar",Extraction and Characterization of Chitosan from Indian Prawn (Fenneropenaeus Indicus) and its Applications on Waste Water Treatment of Local Ghee … ,IOSR Journal of Engineering,iosrjen.org ,1.645,http://www.iosrjen.org/,2013,,,
198,"Bhatti A. A., Kamboh M. A., Solangi I.B. and Memon S. ",Synthesis of Calix[6]arene based XAD-4 Material for the Removal of RB-19 from Aqueous Environment,Journal Of Applied Polymer Science,J. Appl. Polym. Sci ,1.64,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4628,2013,130(2),776-785,
199,"AA Bhatti, MA Kamboh, IB Solangi, S Memon,  ",Synthesis of calix [6] arene based XAD?4 material for the removal of reactive blue 19 from aqueous environments,Journal of Applied Polymer Science , Journal of Applied Polymer Science ,1.64,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4628,2013,",130 (2),", 776-785.    ,
54," F.Shah, F., Kazi, T.G., Ullah, N., Afridi, H.I. ",Determination of Lead in Biological Samples of Children with Different Physiological Consequences Using Cloud Point Extraction Method. ,Biological Trace Element Research ,Biological Trace Element Res ,1.608,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/12011,  (2013) ,153 (1-3),134 - 140 . ,
55," N.F. Kolachi, T.G. Kazi, H.I. Afridi, N. G. Kazi, M. A. Mughal, S. K."," Effects of selenium and zinc status in biological samples of hepatitis C patient after Herbal and pharmaceutical supplements"" ",Biological Trace Element Research ,Biological Trace Element Res ,1.608,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/12011,2013,152 (2) ,187-194.,
56,"N.F. Kolachi, T.G. Kazi, H.I. Afridi, N. G. Kazi, M. A. Mughal,  S. K.   ",Effects of selenium and zinc status in biological samples of hepatitis C patient after Herbal and pharmaceutical supplements,Biological Trace Element Research ,Biological Trace Element Research,1.608,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/12011,2013,152(2),187-194,
57,"S.Khan, M. Soylak, T.G. Kazi ",Room temperature ionic liquid-based dispersive liquid phase microextraction for the separation/preconcentration of trace Cd2+ as 1-(2-pyridylazo)-2-naphthol (PAN) complex from environmental and biological samples and determined by FAAS.,Biological Trace Element Research ,Biological Trace Element Research ,1.608,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/12011,2013,156,49-55,
58,"S.A. Arain, H.I. Afridi, T.G. Kazi, F.N. Talpur, S.S. Arain,",Investigation of alteration in the levels of iron and Copper in scalp hair samples of patients have different types of viral hepatitis,Biological Trace Element Research ,Biological Trace Element Research Journal.,1.608,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/12011,2013,vol 156 issue 1-3,5-11,
59,"Abdul Haleem Panwar, T.G. KAZI, H.I. AFRIDI, Hafeezur Rehman, S.A. Arain, Sadaf Sadia Arain, K.D. Brahman",Evaluation of calcium and magnesium in scalp hair samples of population consumed different drinking Water: Risk of kidney stone,Biological Trace Element Research ,Biological Trace Element Research Jurnal (Accepted)2013,1.608,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/12011,2013,;156(1-3):,67-73.,
264,"K. Khun, Zafar Hussain Ibupoto and Magnus Willander   ",Development of fast and sensitive ultraviolet photodetector using p-type NiO/n-type TiO2 heterostructures,Physica Status Solidi A-Applications And Materials Science,Physica Status Solidi (a) applications and materials science,1.525,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1862-6319,2013,210(12),2720-2724,
88,"Minhas F.T., Memon S. Qureshi, I.; Mujahid M. and Bhanger M.I. ",Facilitated kinetic transport of Cu(II) through a supported liquid membrane with calix[4]arene as carrrier,Comptes Rendus Chimie,Comptes Rendus Chimie,1.483,http://www.journals.elsevier.com/comptes-rendus-chimie,2013,16(8),742-751,
224,"Bhatti, A.A.; Qureshi, I.; Memon N. and Memon S. ",Evaluation of perchlorate sorption behavior of calix[4]arene appended resin,Journal Of Inclusion Phenomena And Macrocyclic Chemistry,J. Incl. Phenom. Macro. Chem ,1.426,http://www.springerlink.com/openurl.asp?genre=journal&issn=1388-3127,2013,76(1),55-60,
228,"F. Shah, M. Soylak, T.G. Kazi, H.I. Afridi, ","Development of an extractive spectrophotometric method for U(VI) using MWCNTs as solid phase and arsenazo(III) as chromophore"",",Journal of Radioanalytical and Nuclear Chemistry, Journal of Radioanalytical and Nuclear Chemistry. (2013)  doi: 10.1007/s10967-012-2376-8,1.415,http://www.springer.com/chemistry/journal/10967,2013,,,
229," F. Shah, M. Soylak, T.G. Kazi, H.I. Afridi",evelopment of an extractive spectrophotometric method for U(VI) using MWCNTs as solid phase and arsenazo (III) as chromophore. ,Journal Of Radioanalytical And Nuclear Chemistry,DJ Radioanal Nuclear Chem ,1.415,http://www.springer.com/chemistry/journal/10967,-2013,296 (3),1239-1245.,
234, Memon S.; Memon N. and Memon S,An efficient p-tetranitrocalix[4]arene based adsorbent for the removal of carbofuran from aqueous media,Journal of the Iranian Chemical Society, J. Iran. Chem. Soc  Accepted 10.1007/s13738-014-0432-8.,1.406,http://www.springer.com/chemistry/analytical+chemistry/journal/13738,2014,,,
30,"SA Majidano, MY Khuhawar",Gas Chromatographic Analysis of Guanidino Compounds in Sera and Urine of Uremic Patients Using Glyoxal and Ethyl Chloroformate as Derivatizing,Analytical Sciences,Analytical Sciences jsac.or.jp,1.403,http://www.jsac.or.jp/cgi-bin/analsci/page/about.html,2013,,,
176,"Naeem-Ullah, T. G. Kazi,   Shah, F.,  H. I. Afridi , J.A. Baig, A.S.Soomro,",Cloud point extraction and flame atomic absorption spectrometric determination of cadmium and nickel in drinking and waste water samples,JAOAC International, AOAC Internationl,1.385,http://www.aoac.org/,2013,96(2),447-452,
177,"T.G. Kazi , S.S. Arain, H.I. Afridi, Naeemullah, K.D. Brahman, N.F.Kolachi, ",Arsenic content in smokeless tobacco products consumed by population of Pakistan: Related health risk.,JAOAC International, JAOAC International ,1.385,http://www.aoac.org/,2013,118,,
178,"S. Khan, T. G. Kazi, H. I. Afridi, N. F. Kolachi, NaeemUllah, S. Arain, K. Dev, ",Sequential extraction of vanadium in different soil samples using conventional and ultrasonic devices,JAOAC International,JAOAC International,1.385,http://www.aoac.org/,2013,vol 96 issue 3,650-656,
179," A.A. Kandhero, M.Soylak, T G Kazi, ",Enrichment of copper as 1-(2-Pyridylazo)-2-naphthol complex by the combination of dispersive Liquid-Liquid Microextraction/Flame Atomic Absorption Spectrometry,JAOAC International,JAOAC INTERNATIONAL ,1.385,http://www.aoac.org/,"2014,  .","97(1),",205-210,
180," S. Khan, T. G. Kazi, N. F. Kolachi, H. I. Afridi, NaeemUllah","Determination of vanadium species in coal mining, industrial and agricultural soil samples using different extractants and heating system",JAOAC International,JAOAC International ,1.385,http://www.aoac.org/,-2013,96,186-189.,
181,"N. F. Kolachi, T.G. Kazi, H.I. Afridi, N. Kazi,S. Khan, S.K. wadhwa, ",Determination of total selenium in pharmaceutical and herbal supplements by two techniques,JAOAC International,JAOAC International ,1.385,http://www.aoac.org/,2013,,,
182,"J.Baig, T.G. Kazi, L. Elci,",Determination of total chromium at ultra-trace level by co-precipitation microsample injection system flame atomic absorption spectrophotometry.,JAOAC International,Journal of AOAC INTERNATIONAL,1.385,http://www.aoac.org/,2013,,187,
183,"N .F. Kolachi, T.G. Kazi, H.I. Afridi, N. G. Kazi , M. A. Mughal, S. Khan  ",Determination of total selenium in pharmaceutical and herbal supplements by two techniques,JAOAC International,Journal of AOAC INTERNATIONAL,1.385,http://www.aoac.org/,2013,,,
184," J. A. Baig, L. Elci, M. I. Khan, T. G. Kazi, ", Determination of total chromium at ultra-trace levels in water and soil samples by co-precipitation micro-sample injection system flame atomic absorption spectrometry. ,JAOAC International,Journal of AOAC International ,1.385,http://www.aoac.org/,(2014) .,97(5),", 1-5",
185,"T. G. Kazi, F. Shah, H. I. Afridi, J. A. Baig, A. S. Soomro,  ","Cloud Point Extraction and Flame Atomic Absorption Spectrometric Determination of Cadmium and Nickel in Drinking and Wastewater Samples, ",JAOAC International,Journal of AOAC International (2013) ,1.385,http://www.aoac.org/,2013,96(2),447-452,
186,"S. Khan, T. G. Kazi, N. F. Kolachi, H. I. Afridi, NaeemUllah,  ","Determination of vanadium species in coal mining, industrial and agricultural soil samples using different extractants and heating system",JAOAC International,Journal of AOAC International.  http://dx.doi.org/10.5740/jaoacint.11-499,1.385,http://www.aoac.org/,2013,96(1),186-189,
187,"A.A. Kandhero, M.Soylak, T.G. Kazi,  ",Enrichment of copper as 1-(2-Pyridylazo)-2-naphthol complex by the combination of dispersive Liquid-Liquid Microextraction/Flame Atomic Absorption Spectrometry,JAOAC International,journal of AOAC INTERNATIONAL.îîîView    179,1.385,http://www.aoac.org/,2013,,,
188,"S.S. Arain, T.G. Kazi, H.I. Afridi, K.D. Brehman,  ","Arsenic content in smokeless tobacco products consumed by population of Pakistan: Related health risk,  ",JAOAC International,Journal of International AOAC,1.385,http://www.aoac.org/,2013,181,,
65,"M.Kai, T. Miyazaki, M.Yamaguchi, Y. Ohkura, J. ",The blood and urine samples from healthy volunteers (employee and students of Institute of Advance Research Studies in Chemical Sciences University of Sindh Jamshoro Pakistan) were collected,Chromatographia,Chromatogr davidpublishing.com   ,1.37,http://www.springerlink.com/content/110810/,2013,,,
66,"Durmaz, F.; Memon, F.; Memon, N. A.; Memon, S.; Memon, S. and Kara, H. ",Preconcentration and Determination of Toxic Metals by A New Calix[4]arene Bonded High Performance Liquid Chromatographic Column,Chromatographia,Chromatographia,1.37,http://www.springerlink.com/content/110810/,2013,vol 76(15),909-919,
67,"Z.H. Shar, G. A. Sumbal, S. T. H. Sherazi*, M. I. Bhanger, S. M. Nizamani, ",Determination of Deoxynivalenol in Poultry Feed by three Gas Chromatographic Detection Techniques,Chromatographia,Chromatographia,1.37,http://www.springerlink.com/content/110810/,2013,67),,
68,RA Zounr (&) Á MY Khuhawar Á TM Jahangir,Gas Chromatographic Determination of Guanidino Compounds Using Hexafluoroacetylacetone and Ethyl Chloroformate as Derivatizing Reagents,Chromatographia,"Chromatographia, 2013 – Springer ...  ",1.37,http://www.springerlink.com/content/110810/,2013,,,
69,"Z.H. Shar, G. A. Sumbal, S. T. H. Sherazi*, M. I. Bhanger, S. M. Nizamani,  ",Determination of Deoxynivalenol in Poultry Feed by three Gas Chromatographic Detection Techniques,Chromatographia,"Chromatographia, Accepted for publication, 2013",1.37,http://www.springerlink.com/content/110810/,2013,79,,
61,"Georgia-Paraskevi Nikoleli, Zafar Hussain Ibupoto, Dimitrios P. Nikolelis, Vlassis Likodimos, Nikolas Psaroudakis, Nikolaos Tzamtzis, Magnus Willander and Tibor Hianik ",Potentiometric cholesterol biosensing application of graphene electrode with stabilized polymeric lipid membrane ,Central European Journal of Chemistry,Central European Journal of Chemistry,1.329,http://www.versita.com/cejc/,2013,11(9),1554-1561,
165,"Ali N. Siyal, Latif Elçi, Saima Q. Memon, Abdullah Akdogan, Aysen Hol, Aslihan  Arslan Kartal and Muhammad Yar Khuhawar",Synthesis and characterization of novel chelating resin for selective preconcentration and trace determination of Pb(II) ions in aqueous samples by innovative microsample injection system coupled flame atomic spectrometry  ,International Journal of Environmental and Analytical Chemistry,International Journal Environmental Analytical Chemistry,1.321,http://www.tandf.co.uk/journals/titles/03067319.html,"(2014), ",94 (8) ,743-755 1. ,
246,"  Samejo, M.Q.; Memon, S.; Bhanger, M.I. and Khan, K.M.",Chemical composition of essential oils from Calligonum polygonoides,Natural Product Research, Linn.” Nat. Prod. Res ,1.225,http://www.tandfonline.com/toc/gnpl20/current,2013,27 (7),"619-623,",
247,"Samejo, M. Q., Memon, S., Bhanger, M. I. and Khan, K. M.",Chemical composition of essential oils from Calligonum polygonoides Linn,Natural Product Research,Natural Product Research,1.225,http://www.tandfonline.com/toc/gnpl20/current,2013,27(7),619-623,
257,"FA Bughio, SM Mangrio, SA Abro, TM Jahangir, H Bux ",Physio-morphological responses of native Acacia nilotica to eucalyptus allelopathy,Pakistan Journal Of Botany,http://www.pakbs.org/pjbot/PDFs/45(S1)/14.pdf     ,1.207,http://www.pakbs.org/pjbot/pjhtmls/PJB.html,2013,,,
258," S.Habib A. Naqvi, M. Uma Dahot, M. Yakoub Khan. J.H.Xu and M.Rafiq", Usage  of sugar cane bagasse as an energy  source  for the production  of lipase  by Aspergillus  fumigates.,Pakistan Journal Of Botany,Pak. J. Bot.,1.207,http://www.pakbs.org/pjbot/pjhtmls/PJB.html,2013, 45(1),"279-284,",W
274,"Asif Ali Bhatti, Shahabuddin Memon and Najma Memon, ",Dichromate Extraction by Calix[4]arene Appended Amberlite XAD-4 Resin,Separation Science And Technology,Separation Science and Technology ,1.2,http://http://www.tandfonline.com/action/aboutThisJournal?show=abstractingIndexing&journalCode=lsst20,2013,,,
89,"Saima Q. Memon, Najma Memon, Arfana Mallah, Rubina Soomro, and M.Y. Khuhawar,",chiff bases as chelating reagents for metal ions analysis”,Current Analytical Chemistry," Current Analytical Chemistry, ",1.194,http://www.benthamscience.com/cac/index.htm,"2014,"," 10 (3), ",393-417.,
90,Najma Memon and Paraskevas D. Tzanavaras “ ,Utilization of Organized Surfactant Assemblies as Solvents in Flow Injection Analysis with emphasis to automated derivatization,Current Analytical Chemistry,Current Analytical Chemistry,1.194,http://www.benthamscience.com/cac/index.htm,2013,,,
91,"Saima Q. Memon, Najma Memon, Arfana Mallah, Rubina Soomro, and M.Y. Khuhawar, “",Schiff bases as chelating reagents for metal ions analysis,Current Analytical Chemistry,Current Analytical Chemistry,1.194,http://www.benthamscience.com/cac/index.htm,2013,,,
92,Najma Memon and Paraskevas D. Tzanavaras,Utilization of Organized Surfactant Assemblies as Solvents in Flow Injection Analysis with emphasis to automated derivatization,Current Analytical Chemistry,"Current Analytical Chemistry, ",1.194,http://www.benthamscience.com/cac/index.htm,"2014, ","10 (3), ",338-348.,
62," Panhwar, Q.K. and Memon, S.","Synthesis, characterization and antioxidant activity of Cr(III)-rutin complex",Chemical Papers-Chemicke Zvesti,Chem Papers (Accepted).,1.193,http://www.springer.com/chemistry/journal/11696,accepted,,,
63," Panhwar, Q.K. and Memon, S. "," Synthesis, characterization and antioxidant activity of Cr(III)-rutin complex.",Chemical Papers-Chemicke Zvesti,Chem. Papers ,1.193,http://www.springer.com/chemistry/journal/11696,2014 Accepted,,,
219,"S. K. Wadhwa, T. G. Kazi , H. I. Afridi,  M. Tuzen and  D. Citak,  ","Arsenic in water, food and cigarette: A cancer risk to Pakistani population",Journal Of Environmental Science And Health Part A-Toxic/Hazardous Substanc,"J. Environ. Sci. Health, Part A",1.135,http://www.tandfonline.com/loi/lesa20,2013,48,1776-1782,
220,"S. K. Wadhwa, T. G. Kazi , H. I. Afridi,  M. Tuzen and  D. Citak,   ","Arsenic in water, food and cigarette: A cancer risk to Pakistani population ",Journal Of Environmental Science And Health Part A-Toxic/Hazardous Substanc,"J. Environ. Sci. Health, Part A ",1.135,http://www.tandfonline.com/loi/lesa20,2013,176,,
77,"Afridi, H.I., Kazi, T.G., Kazi, N., Naeemullah, Arain, S.S., Brahman, K.D., Wadhwa, S.K.,  ","Evaluation of chromium, cobalt and manganese in biological samples (scalp hair, blood, and urine) of Pakistani viral hepatitis (A-E) patients and controls.",Clinical Laboratory, Clinical Laboratory (,1.084,https://www.clin-lab-publications.com/,2013,"59 ( 3-4 ) ,",247 – 256.,
78,"Hassan Imran Afridi, Tasneem Gul Kazi, Farah Naz Talpur, Sumsun Naher, ","Dermot Brabazon, Relationship between toxic metals exposure via cigarette smoking and rheumatoid arthritis.",Clinical Laboratory," Clinical Laboratory Journal. 9+10, ",1.084,https://www.clin-lab-publications.com/,2014,,,
79,"Hassan Imran Afridi, Tasneem Gul Kazi, Farah Naz Talpur, Salma Arain, Sadaf Sadia Arain, Naveed Kazi, Abdul Haleem Panhwar","Distribution of Arsenic, Cadmium, Lead and Nickel levels in Biological Samples of Pakistani hypertensive Patients and control subjects",Clinical Laboratory," Clinical laboratory,11+12,",1.084,https://www.clin-lab-publications.com/,2014,,,
80,"Hassan Imran Afridi, Tasneem Gul Kazi, Naveed Kazi, Farah Naz Talpur, Faheem Shah, Naeemullah, Sadaf Sadia Arain, Kapil Dev Brahman","Evaluation of Status of Arsenic, Cadmium, Lead and Zinc Levels in Biological Samples of Normal and Arthritis Patients of Age Groups (46 - 60) and (61 - 75) Years, ",Clinical Laboratory,Clin. Lab,1.084,https://www.clin-lab-publications.com/,2013,59(1-2),143-153,
81," H. I. Afridi, T.G. Kazi, N. Kazi, Naeemullah, S. S. Arain, K. D. Brahman, F.N. Talpur,","Evaluation of Calcium, Magnesium, Potassium and Sodium in  Biological Samples of Male Human Immunodeficiency Virus Patients with Tuberculosis and Diarrhea Compared to Healthy Control Subjects in Pakistan.",Clinical Laboratory,Clinical Lab ,1.084,https://www.clin-lab-publications.com/," 2013,",59,539-550.,
82,"Afridi, H.I., Kazi, T.G., Kazi, N., Naeemullah, Arain, S.S., Brahman, K.D., Wadhwa, S.K","Evaluation of chromium, cobalt and manganese in biological samples (scalp hair, blood, and urine) of Pakistani viral hepatitis (A-E) patients and controls. ",Clinical Laboratory,Clinical Lab ,1.084,https://www.clin-lab-publications.com/,2013,59 (3-4),247 – 256.,
83,"H. I. Afridi, T. G. Kazi, Farah N. Talpur, N. Kazi, F Shah, Naeemullah,  Sadaf S. Arain, KD, Brahman"," Evaluation of Calcium, Magnesium, Potassium and Sodium in Biological Samples of Male Human Immunodeficiency Virus Patients with Tuberculosis and Diarrhea Compared to Healthy Control Subjects in Pakistan",Clinical Laboratory,Clinical Laboratory,1.084,https://www.clin-lab-publications.com/,2013,59(5-6):539,50,
84,"H. I. Afridi, T.G. Kazi, N. Kazi, Naeemullah, S. S. Arain, K. D. Brahman, F.N. Talpur,  ","Evaluations of Calcium, Magnesium, Potassium and Sodium in Biological Samples of human immunodeficiency virus male patients having tuberculosis and diarrhea with related to referents in Pakistan",Clinical Laboratory,Clinical Laboratory,1.084,https://www.clin-lab-publications.com/,2013,,,
85,"Hassan Imran Afridi, Tasneem Gul Kazi, Farah Naz Talpur, Salma Arain, Sadaf Sadia Arain, Naveed Kazi, Abdul Haleem Panhwar,"," Evaluation of chromium and manganese in biological samples (scalp hair, blood and urine) of tuberculosis and diarrhea male human immunodeficiency virus patients",Clinical Laboratory,Clinical laboratory,1.084,https://www.clin-lab-publications.com/,. (Accepted) 1+2/2014. ,,,
86,"bdul Haleem Panwar, T. G. Kazi, H. I. Afridi, Farah N. Talpur. N. Kazi. "," ADistribution of Potassium, Calcium, Magnesium, and Sodium levels in Biological Samples of Pakistani hypertensive Patients and control subjects",Clinical Laboratory,Clinical laboratory,1.084,https://www.clin-lab-publications.com/,2014,,"5-6,",
87,"H. I. Afridi, T. G. Kazi , N. Kazi , F.N.Talpur, F.Shah, Naeemullah, S.S.Arain, K.P. Brahman","Evaluation of Status of Arsenic, Cadmium, Lead and Zinc Levels in Biological Samples of Normal and Arthritis Patients of Age Groups (46 - 60) and (61 - 75) Years",Clinical Laboratory,Clinical Laboratory doi: 10.7754/Clin.Lab.2012.120126,1.084,https://www.clin-lab-publications.com/,2013,59,143-153,
225,"  Y. Junejo, A. Baykal, Sirajuddin."," Green Chemical Synthesis of Silver Nanoparticles and its Catalytic Activity,",Journal Of Inorganic And Organometallic Polymers,J Inorg Organomet Polym,1.077,http://www.springer.com/chemistry/inorganic+chemistry/journal/10904,"2013,",I 10.1007/,s10904-013-9974,
9,"Aamna Balouch, Mazhar Kolachi, Farah Naz Talpur, Humaira Khan, M. I. Bhanger,  ","Sorption Kinetics, Isotherm and Thermodynamic modeling of Defluoridation of Ground water using Natural Adsorbents,",Americal Journal of Analytical Chemistry, American Journal of Analytical Chemistry,1.05,http://www.scirp.org/Journal/Home.aspx?JournalID=203,", 2013 "," 4, ", 1-10îîîView    31. ,
11,"Aamna Balouch, Mazhar Kolachi, Farah Naz Talpur, Humaira Khan, M. I. Bhanger","Sorption Kinetics, Isotherm and Thermodynamic modeling of Defluoridation of Ground water using Natural Adsorbents",American Journal of Analytical Chemistry ,American Journal of Analytical Chemistry ,1.05,http://www.scirp.org/Journal/Home.aspx?JournalID=203,"2013, ","4, 5, ",221-228.,
12,"A Balouch, M Kolachi, FN Talpur, H Khan, MI Bhanger",Isotherm and Thermodynamic Modeling of Defluoridation of Ground Water Using Natural Adsorbents,American Journal of Analytical Chemistry ,American Journal of Analytical Chemistry ,1.05,http://www.scirp.org/Journal/Home.aspx?JournalID=203,2013,"4,", 221   3.,
94,"AA Bhatti, AA Bhatti, IB Solangi, S Memon,  ","Pb2+ adsorption behavior of calix [4] arene based Merrifield Resin,",Desalination and Water Treatment, Desalination and Water Treatment,0.988,http://www.deswater.com/,2013," 51 (22-24),", 4666-4674.    ,
95," Memon S., Memon S. and Memon N.",A Highly Efficient p-tert-butylcalix[8]arene Based Modified Silica for Removal of Hexachlorocyclohexane Isomers from Aqueous Media”,Desalination and Water Treatment,Desal. Water Treat ,0.988,http://www.deswater.com/,2013,"1-11,",,
96, Memon S.; Memon N. and Memon S,Removal of carbofuran and methylparathion from aqueous media through calix[4]arene based impregnated resin. ,Desalination and Water Treatment,"Desal. Water Treat 1-11, ",0.988,http://www.deswater.com/,2014,,,
97," Bhatti, A.A.; Bhatti, A.A.; Solangi, I.B. and Memon S. ",Pb2+ Adsorption Behavior of Calix[4]arene Based Merrifield Resin” ,Desalination and Water Treatment,Desal. Water Treat 51 ,0.988,http://www.deswater.com/,2013,(22-24) ,4666-4674,
98,"Sibghatullah Memon Shahabuddin Memon, Najma Memon",A highly efficient p-tert-butylcalix[8]arene-based modified silica for the removal of Hexachlorocyclohexane isomers from aqueous media.,Desalination and Water Treatment,Desalin Water Treat DOI: 10.1080/19443994.2013.794710,0.988,http://www.deswater.com/,2013,Published online: 24 May 2013,,
